Net Asset Value,NAV date
19.6282,22-Sep-15
19.6135,23-Sep-15
19.6178,24-Sep-15
19.6372,28-Sep-15
19.6219,29-Sep-15
19.6297,30-Sep-15
19.6416,01-Oct-15
19.6516,05-Oct-15
19.6575,06-Oct-15
19.6512,07-Oct-15
19.6448,08-Oct-15
19.6517,09-Oct-15
19.6702,12-Oct-15
19.666,13-Oct-15
19.6665,14-Oct-15
19.6788,15-Oct-15
19.6688,16-Oct-15
19.7006,19-Oct-15
19.707,20-Oct-15
19.6926,21-Oct-15
19.7085,23-Oct-15
19.7122,26-Oct-15
19.7069,27-Oct-15
19.7041,28-Oct-15
19.7112,29-Oct-15
19.7269,30-Oct-15
19.7364,02-Nov-15
19.7413,03-Nov-15
19.7349,04-Nov-15
19.7312,05-Nov-15
19.7434,06-Nov-15
19.7491,09-Nov-15
19.7646,10-Nov-15
19.7653,13-Nov-15
19.7613,16-Nov-15
19.7684,17-Nov-15
19.7835,18-Nov-15
19.7744,19-Nov-15
19.7955,20-Nov-15
19.7903,23-Nov-15
19.7945,24-Nov-15
19.7806,26-Nov-15
19.7941,27-Nov-15
19.7932,30-Nov-15
19.8027,01-Dec-15
19.8049,02-Dec-15
19.8183,03-Dec-15
19.7962,04-Dec-15
19.7937,07-Dec-15
19.8179,08-Dec-15
19.824,09-Dec-15
19.8249,10-Dec-15
19.8412,11-Dec-15
19.8371,14-Dec-15
19.8543,15-Dec-15
19.8534,16-Dec-15
19.846,17-Dec-15
19.8361,18-Dec-15
19.8589,21-Dec-15
19.8776,22-Dec-15
19.8811,23-Dec-15
19.8719,24-Dec-15
19.9024,28-Dec-15
19.8815,29-Dec-15
19.8879,30-Dec-15
19.906,31-Dec-15
19.894,01-Jan-16
19.9204,04-Jan-16
19.9113,05-Jan-16
19.9257,06-Jan-16
19.9261,07-Jan-16
19.9316,08-Jan-16
19.9216,11-Jan-16
19.9201,12-Jan-16
19.9334,13-Jan-16
19.9467,14-Jan-16
19.9539,15-Jan-16
19.9441,18-Jan-16
19.9528,19-Jan-16
19.9571,20-Jan-16
19.954,21-Jan-16
19.955,22-Jan-16
19.9734,25-Jan-16
19.9789,27-Jan-16
19.961,28-Jan-16
19.9854,29-Jan-16
19.9866,01-Feb-16
19.9856,02-Feb-16
19.9884,03-Feb-16
19.9861,04-Feb-16
19.9738,05-Feb-16
20.0037,08-Feb-16
19.9831,09-Feb-16
19.9859,10-Feb-16
20.0115,11-Feb-16
