Net Asset Value,NAV date
45.9603,07-Jun-19
46.0508,10-Jun-19
46.151,11-Jun-19
45.7606,12-Jun-19
45.8121,13-Jun-19
45.4395,14-Jun-19
45.086,17-Jun-19
45.0256,18-Jun-19
44.9812,19-Jun-19
45.4248,20-Jun-19
45.0981,21-Jun-19
45.1511,24-Jun-19
45.5253,25-Jun-19
45.797,26-Jun-19
45.8668,27-Jun-19
45.8746,28-Jun-19
46.2392,01-Jul-19
46.591,02-Jul-19
46.6158,03-Jul-19
46.6876,04-Jul-19
46.0417,05-Jul-19
45.1239,08-Jul-19
45.0474,09-Jul-19
44.6983,10-Jul-19
45.1615,11-Jul-19
44.9494,12-Jul-19
45.2418,15-Jul-19
45.4157,16-Jul-19
45.4924,17-Jul-19
45.2255,18-Jul-19
44.5437,19-Jul-19
44.0165,22-Jul-19
43.8915,23-Jul-19
43.6283,24-Jul-19
43.7425,25-Jul-19
44.1043,26-Jul-19
43.8703,29-Jul-19
43.5779,30-Jul-19
43.8907,31-Jul-19
43.491,01-Aug-19
43.6691,02-Aug-19
43.3081,05-Aug-19
43.9804,06-Aug-19
43.6996,07-Aug-19
44.0792,08-Aug-19
44.8185,09-Aug-19
43.8868,13-Aug-19
44.0458,14-Aug-19
44.1642,16-Aug-19
44.1223,19-Aug-19
44.0594,20-Aug-19
43.8055,21-Aug-19
43.1993,22-Aug-19
43.1805,23-Aug-19
44.1286,26-Aug-19
44.2786,27-Aug-19
44.1993,28-Aug-19
43.8908,29-Aug-19
44.24,30-Aug-19
43.4766,03-Sep-19
43.5898,04-Sep-19
43.5726,05-Sep-19
43.7655,06-Sep-19
44.2341,09-Sep-19
44.288,11-Sep-19
44.0583,12-Sep-19
44.2858,13-Sep-19
44.22,16-Sep-19
43.4713,17-Sep-19
43.672,18-Sep-19
43.1952,19-Sep-19
45.9071,20-Sep-19
47.7099,23-Sep-19
47.2579,24-Sep-19
46.8252,25-Sep-19
47.2549,26-Sep-19
47.2163,27-Sep-19
46.8797,30-Sep-19
46.6851,01-Oct-19
46.3866,03-Oct-19
46.1316,04-Oct-19
46.0265,07-Oct-19
46.5022,09-Oct-19
46.1939,10-Oct-19
46.6983,11-Oct-19
46.6707,14-Oct-19
47.165,15-Oct-19
47.3979,16-Oct-19
47.7866,17-Oct-19
48.0012,18-Oct-19
48.1043,22-Oct-19
48.0504,23-Oct-19
48.068,24-Oct-19
47.9868,25-Oct-19
48.9077,29-Oct-19
49.0352,30-Oct-19
49.2833,31-Oct-19
49.2,01-Nov-19
49.084,04-Nov-19
48.9776,05-Nov-19
49.1215,06-Nov-19
49.2312,07-Nov-19
48.7876,08-Nov-19
48.8824,11-Nov-19
48.8581,13-Nov-19
49.0154,14-Nov-19
48.9571,15-Nov-19
48.7559,18-Nov-19
48.4362,19-Nov-19
48.3593,20-Nov-19
48.1317,21-Nov-19
47.9737,22-Nov-19
48.5267,25-Nov-19
48.3184,26-Nov-19
48.6621,27-Nov-19
48.7545,28-Nov-19
48.6286,29-Nov-19
48.2209,02-Dec-19
48.2717,03-Dec-19
48.3047,04-Dec-19
48.3019,05-Dec-19
47.9154,06-Dec-19
47.8745,09-Dec-19
47.5698,10-Dec-19
47.8212,11-Dec-19
48.076,12-Dec-19
48.4928,13-Dec-19
48.3401,16-Dec-19
48.8912,17-Dec-19
49.2579,18-Dec-19
49.4681,19-Dec-19
49.5751,20-Dec-19
49.5098,23-Dec-19
49.264,24-Dec-19
49.2123,26-Dec-19
49.5624,27-Dec-19
49.5831,30-Dec-19
49.2595,31-Dec-19
49.2832,01-Jan-20
49.3737,02-Jan-20
49.3504,03-Jan-20
48.4129,06-Jan-20
48.7564,07-Jan-20
48.7967,08-Jan-20
49.3552,09-Jan-20
49.6043,10-Jan-20
49.8247,13-Jan-20
50.0577,14-Jan-20
49.9726,15-Jan-20
50.2457,16-Jan-20
50.3617,17-Jan-20
49.8347,20-Jan-20
49.547,21-Jan-20
49.3849,22-Jan-20
49.6502,23-Jan-20
50.2408,24-Jan-20
49.978,27-Jan-20
49.9651,28-Jan-20
50.3908,29-Jan-20
50.1549,30-Jan-20
50.2496,31-Jan-20
49.9254,03-Feb-20
50.8494,04-Feb-20
51.262,05-Feb-20
51.4984,06-Feb-20
51.5344,07-Feb-20
51.8613,10-Feb-20
51.9014,11-Feb-20
52.3457,12-Feb-20
52.3298,13-Feb-20
51.9038,14-Feb-20
51.6312,17-Feb-20
51.3902,18-Feb-20
51.9346,19-Feb-20
51.8416,20-Feb-20
50.9037,24-Feb-20
50.7179,25-Feb-20
50.3356,26-Feb-20
50.2135,27-Feb-20
48.8816,28-Feb-20
48.7956,02-Mar-20
49.4873,03-Mar-20
49.0538,04-Mar-20
49.5726,05-Mar-20
49.0667,06-Mar-20
47.401,09-Mar-20
47.441,11-Mar-20
44.1682,12-Mar-20
44.9034,13-Mar-20
42.368,16-Mar-20
41.4741,17-Mar-20
39.1219,18-Mar-20
37.9119,19-Mar-20
39.6259,20-Mar-20
34.7754,23-Mar-20
35.5132,24-Mar-20
37.3251,25-Mar-20
39.0263,26-Mar-20
39.2359,27-Mar-20
37.7856,30-Mar-20
38.5476,31-Mar-20
37.1961,01-Apr-20
37.1961,01-Apr-20
36.2556,03-Apr-20
36.2556,03-Apr-20
38.6312,07-Apr-20
38.6312,07-Apr-20
38.752,08-Apr-20
38.752,08-Apr-20
40.4722,09-Apr-20
40.4722,09-Apr-20
39.6071,13-Apr-20
39.6071,13-Apr-20
39.4668,15-Apr-20
39.4668,15-Apr-20
39.5818,16-Apr-20
39.5818,16-Apr-20
40.7397,17-Apr-20
40.7397,17-Apr-20
40.6698,20-Apr-20
40.6698,20-Apr-20
39.5622,21-Apr-20
39.5622,21-Apr-20
40.2764,22-Apr-20
40.2764,22-Apr-20
40.8863,23-Apr-20
40.8863,23-Apr-20
39.9912,24-Apr-20
39.9912,24-Apr-20
40.5512,27-Apr-20
40.5512,27-Apr-20
41.0557,28-Apr-20
41.0557,28-Apr-20
41.7013,29-Apr-20
41.7013,29-Apr-20
42.6794,30-Apr-20
42.6794,30-Apr-20
40.5873,04-May-20
40.5873,04-May-20
40.0933,05-May-20
40.0933,05-May-20
40.4828,06-May-20
40.4828,06-May-20
39.8615,07-May-20
39.8615,07-May-20
40.1309,08-May-20
40.1309,08-May-20
40.0924,11-May-20
40.0924,11-May-20
39.9981,12-May-20
39.9981,12-May-20
40.4881,13-May-20
40.4881,13-May-20
39.9785,14-May-20
39.9785,14-May-20
39.8811,15-May-20
39.8811,15-May-20
38.6472,18-May-20
38.6472,18-May-20
39.0617,19-May-20
39.0617,19-May-20
39.7699,20-May-20
39.7699,20-May-20
39.9312,21-May-20
39.9312,21-May-20
39.51,22-May-20
39.51,22-May-20
39.3116,26-May-20
39.3116,26-May-20
39.8119,27-May-20
39.8119,27-May-20
40.6053,28-May-20
40.6053,28-May-20
41.1818,29-May-20
41.1818,29-May-20
42.0662,01-Jun-20
42.0662,01-Jun-20
42.6736,02-Jun-20
42.6736,02-Jun-20
42.9731,03-Jun-20
42.9731,03-Jun-20
42.6829,04-Jun-20
42.6829,04-Jun-20
43.1395,05-Jun-20
43.1395,05-Jun-20
43.0935,08-Jun-20
43.0935,08-Jun-20
42.6212,09-Jun-20
42.6212,09-Jun-20
42.8464,10-Jun-20
42.8464,10-Jun-20
42.2067,11-Jun-20
42.2067,11-Jun-20
42.5467,12-Jun-20
42.5467,12-Jun-20
41.8806,15-Jun-20
41.8806,15-Jun-20
42.271,16-Jun-20
42.271,16-Jun-20
42.1689,17-Jun-20
42.1689,17-Jun-20
42.5981,18-Jun-20
42.5981,18-Jun-20
42.9087,19-Jun-20
42.9087,19-Jun-20
43.251,22-Jun-20
43.251,22-Jun-20
43.9863,23-Jun-20
43.9863,23-Jun-20
43.3601,24-Jun-20
43.3601,24-Jun-20
43.4022,25-Jun-20
43.4022,25-Jun-20
43.4864,26-Jun-20
43.3014,29-Jun-20
43.359,30-Jun-20
43.5585,01-Jul-20
43.9007,02-Jul-20
43.8524,03-Jul-20
44.4547,06-Jul-20
45.1654,07-Jul-20
44.5031,08-Jul-20
44.8296,09-Jul-20
44.5646,10-Jul-20
44.2519,13-Jul-20
43.557,14-Jul-20
43.6378,15-Jul-20
43.8396,16-Jul-20
44.2367,17-Jul-20
44.9034,20-Jul-20
45.0137,21-Jul-20
44.7062,22-Jul-20
45.0138,23-Jul-20
44.4861,24-Jul-20
44.161,27-Jul-20
44.8579,28-Jul-20
44.7852,29-Jul-20
44.6411,30-Jul-20
44.791,31-Jul-20
44.2809,03-Aug-20
44.9025,04-Aug-20
45.0873,05-Aug-20
45.4767,06-Aug-20
45.8359,07-Aug-20
46.3534,10-Aug-20
46.3506,11-Aug-20
46.1509,12-Aug-20
46.2452,13-Aug-20
45.7147,14-Aug-20
46.1096,17-Aug-20
46.7155,18-Aug-20
46.841,19-Aug-20
46.7607,20-Aug-20
46.9965,21-Aug-20
47.4381,24-Aug-20
47.6907,25-Aug-20
47.7923,26-Aug-20
47.7005,27-Aug-20
48.0079,28-Aug-20
46.5551,31-Aug-20
47.1833,01-Sep-20
47.4597,02-Sep-20
47.6461,03-Sep-20
47.0613,04-Sep-20
46.9333,07-Sep-20
46.6447,08-Sep-20
46.3097,09-Sep-20
46.6246,10-Sep-20
46.6991,11-Sep-20
46.7748,14-Sep-20
47.1489,15-Sep-20
47.4081,16-Sep-20
47.1494,17-Sep-20
47.0237,18-Sep-20
45.8919,21-Sep-20
45.5653,22-Sep-20
45.3869,23-Sep-20
44.2041,24-Sep-20
45.2372,25-Sep-20
46.1712,28-Sep-20
46.2966,29-Sep-20
46.5177,30-Sep-20
47.1392,01-Oct-20
47.2203,05-Oct-20
47.6841,06-Oct-20
47.6112,07-Oct-20
47.8978,08-Oct-20
47.8844,09-Oct-20
47.8211,12-Oct-20
47.6236,13-Oct-20
47.9697,14-Oct-20
46.9306,15-Oct-20
47.3541,16-Oct-20
47.6212,19-Oct-20
47.7874,20-Oct-20
47.6758,21-Oct-20
47.6911,22-Oct-20
48.1573,23-Oct-20
47.8532,26-Oct-20
49.0263,27-Oct-20
48.4751,28-Oct-20
48.5543,29-Oct-20
48.3899,30-Oct-20
48.6164,02-Nov-20
49.13,03-Nov-20
49.6638,04-Nov-20
50.4666,05-Nov-20
50.8395,06-Nov-20
51.4323,09-Nov-20
51.7293,10-Nov-20
52.3279,11-Nov-20
52.3379,12-Nov-20
52.5873,13-Nov-20
53.4946,17-Nov-20
53.832,18-Nov-20
53.3569,19-Nov-20
54.3297,20-Nov-20
54.9577,23-Nov-20
55.2141,24-Nov-20
54.299,25-Nov-20
54.9315,26-Nov-20
55.3316,27-Nov-20
55.5767,01-Dec-20
55.4305,02-Dec-20
55.7862,03-Dec-20
56.0438,04-Dec-20
56.1793,07-Dec-20
56.3534,08-Dec-20
56.8039,09-Dec-20
56.8814,10-Dec-20
56.8967,11-Dec-20
57.1762,14-Dec-20
57.498,15-Dec-20
